gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalSpend,TenureGroup
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,1.5310852911355224,0.3271893896895815,Yes,Yes,Yes,No,No,Yes,No,0.8289391504586737,0.14631751134751583,1.1422562120240514,-0.6016633925085941,False,False,False,True,True,False,False,0.22402458945973638,0
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,-0.6283446565089228,0.3271893896895815,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,-1.206361165890975,-1.46418196990828,-0.8228368762792375,-0.6016633925085941,False,True,True,False,False,False,True,0.9200109169485762,1
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,1.2458775622013503,0.3271893896895815,Yes,Yes,Yes,Yes,Yes,Yes,No,0.8289391504586737,0.5003282332334644,1.1374472686544577,-0.6016633925085941,False,False,False,True,True,False,False,0.6233477195214171,0
Female,-0.4403270894126641,1.0356168260670764,-0.6523049310632244,-0.7913205016141639,0.3271893896895815,Yes,Yes,Yes,No,Yes,Yes,No,0.8289391504586737,0.3790006149345245,-0.5743600959347432,-0.6016633925085941,False,False,False,False,False,True,False,-0.2999109567220646,1
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,0.6754621043330062,0.3271893896895815,Yes,No,No,No,No,No,Yes,0.8289391504586737,0.6548962949019775,0.7162235363499371,-0.6016633925085941,True,False,False,False,False,True,False,0.4423576294743787,0
Male,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-1.239504075653577,0.3271893896895815,No,No,Yes,No,No,No,No,-1.206361165890975,-0.5168293338754592,-0.9645683494427119,-0.6016633925085941,False,False,False,False,False,False,True,0.6406120657559548,1
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-1.239504075653577,0.3271893896895815,No,No,No,No,No,Yes,No,0.8289391504586737,0.526920587929123,-0.9437663604632323,1.6620589061112205,True,False,False,False,False,True,False,-0.653120216283927,1
Male,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,0.7976939881619372,0.3271893896895815,Yes,Yes,No,No,Yes,Yes,Yes,0.8289391504586737,0.4970041888965074,0.8534769567426436,-0.6016633925085941,False,False,False,True,True,False,False,0.39645725357404366,0
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,1.490341329859212,0.3271893896895815,Yes,Yes,No,Yes,Yes,No,No,0.8289391504586737,-0.021546727668826055,0.8694920617257849,-0.6016633925085941,False,False,False,True,True,False,False,-0.032111978768072404,0
Female,2.2710390163227596,-0.9656081041070597,-0.6523049310632244,0.4309983366751446,0.3271893896895815,Yes,No,Yes,No,No,Yes,No,0.8289391504586737,0.8460288442770204,0.6862448480963711,-0.6016633925085941,True,False,False,False,False,True,False,0.3646370246625906,0
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-0.7098325790615433,0.3271893896895815,No,Yes,Yes,No,No,Yes,Yes,0.8289391504586737,1.1402067680977386,-0.37805373333836045,1.6620589061112205,True,False,False,False,True,False,False,-0.8093559108622448,1
Female,2.2710390163227596,1.0356168260670764,-0.6523049310632244,-0.3023929662984405,0.3271893896895815,Yes,Yes,No,No,Yes,Yes,No,0.8289391504586737,0.15628964435838755,-0.23411632284938447,-0.6016633925085941,False,False,False,False,True,False,False,-0.04726088915926116,1
Female,2.2710390163227596,1.0356168260670764,-0.6523049310632244,-0.9950403079957153,0.3271893896895815,Yes,No,Yes,No,No,No,No,0.8289391504586737,0.526920587929123,-0.727959511909416,1.6620589061112205,True,False,False,False,True,False,False,-0.524307224102278,1
Female,2.2710390163227596,1.0356168260670764,1.5330253572819845,1.1236456783724196,0.3271893896895815,No,Yes,Yes,Yes,Yes,No,Yes,0.8289391504586737,0.33412601638560113,0.9587222265423224,-0.6016633925085941,False,False,True,False,True,False,False,0.37543925434347286,0
Male,2.2710390163227596,-0.9656081041070597,-0.6523049310632244,-0.5876006952326125,0.3271893896895815,Yes,No,No,No,No,Yes,Yes,0.8289391504586737,1.0188791497987986,-0.23416044159589455,1.6620589061112205,True,False,False,False,False,True,False,-0.5986940967797871,1
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,1.2458775622013503,0.3271893896895815,Yes,Yes,No,No,No,Yes,Yes,0.8289391504586737,1.1584890119510038,1.7770587961836313,-0.6016633925085941,True,False,True,False,True,False,False,1.4433354660465672,0
Male,2.2710390163227596,1.0356168260670764,1.5330253572819845,1.3681094460302812,0.3271893896895815,Yes,No,Yes,Yes,Yes,Yes,Yes,0.8289391504586737,1.4510049136032432,2.1146333851051335,-0.6016633925085941,True,False,True,False,False,True,False,1.9851335285369485,0
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,0.06430268518835204,0.3271893896895815,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,-1.206361165890975,-1.3245721077560748,-0.6128095835182352,-0.6016633925085941,False,True,False,True,True,False,False,-0.08517354325431063,0
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,1.6125732136881428,0.3271893896895815,Yes,No,No,Yes,Yes,Yes,Yes,0.8289391504586737,1.4194264924021491,2.4575904611008585,-0.6016633925085941,True,False,False,True,True,False,False,2.288929140447021,0
Female,-0.4403270894126641,1.0356168260670764,-0.6523049310632244,0.5939741817803857,0.3271893896895815,Yes,No,No,Yes,No,Yes,Yes,0.8289391504586737,1.1867433888151404,1.0693499834162252,-0.6016633925085941,True,False,False,False,False,True,False,0.704894933354755,0
Male,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,1.1236456783724196,0.3271893896895815,Yes,No,Yes,No,No,Yes,No,0.8289391504586737,0.8343946890976701,1.397416982464815,-0.6016633925085941,True,False,False,False,False,False,False,0.9375639864614955,0
Male,-0.4403270894126641,1.0356168260670764,-0.6523049310632244,1.6125732136881428,-3.0563338283944437,No phone service,Yes,Yes,Yes,No,No,No,-1.206361165890975,-0.7544985039679036,0.29943373806967477,-0.6016633925085941,False,False,False,True,False,False,False,-1.2166840772664178,0
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,-0.5876006952326125,0.3271893896895815,No,No,No,Yes,Yes,No,No,0.8289391504586737,-0.3456410505221598,-0.5851030107099358,-0.6016633925085941,False,False,True,False,True,False,False,0.2030989215877516,1
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-0.954296346719405,0.3271893896895815,Yes,No,No,No,No,Yes,Yes,-1.206361165890975,0.9839766842607471,-0.6291555791002016,1.6620589061112205,True,False,False,False,False,True,False,-0.9390053550471046,1
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-1.1987601143772666,0.3271893896895815,No,No,Yes,No,Yes,Yes,Yes,0.8289391504586737,0.3490842159019089,-0.8996696733264564,-0.6016633925085941,False,False,False,False,False,True,False,-0.4184682345818708,1
Male,-0.4403270894126641,1.0356168260670764,-0.6523049310632244,0.5939741817803857,0.3271893896895815,Yes,No,Yes,No,No,No,No,0.8289391504586737,0.4687498120323708,0.6031251296714728,-0.6016633925085941,True,False,True,False,False,True,False,0.278425286061637,0
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-0.0579291986405788,0.3271893896895815,No,No,Yes,Yes,Yes,Yes,Yes,-1.206361165890975,0.4787219450432425,0.09436980429105085,-0.6016633925085941,False,False,False,True,False,False,True,-0.027731978648014296,1
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,0.7162060656093165,0.3271893896895815,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,-1.206361165890975,-1.4841262359300236,-0.5966621222955638,-0.6016633925085941,False,True,False,True,False,False,False,-1.062940212303006,0
Male,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-0.9135523854430947,0.3271893896895815,No,Yes,No,Yes,No,No,No,0.8289391504586737,0.5003282332334644,-0.6158758364006823,-0.6016633925085941,True,False,False,False,False,False,True,-0.4570760509749605,1
Male,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-1.2802480369298872,0.3271893896895815,No,No,No,No,Yes,No,No,-1.206361165890975,-0.5234774225493737,-0.9857232883942716,-0.6016633925085941,False,False,False,False,False,False,True,0.6701809425959525,1
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,0.7976939881619372,0.3271893896895815,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8289391504586737,-1.4758161250876305,-0.5261824247457894,-0.6016633925085941,False,True,True,False,False,True,False,-1.177249650614848,0
Male,2.2710390163227596,1.0356168260670764,1.5330253572819845,1.2866215234776606,0.3271893896895815,Yes,Yes,No,Yes,Yes,Yes,Yes,0.8289391504586737,1.5557123102173969,2.1246262811896552,-0.6016633925085941,True,False,False,True,False,False,False,2.0016129426648575,0
Male,-0.4403270894126641,1.0356168260670764,1.5330253572819845,1.20513360092504,0.3271893896895815,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8289391504586737,-1.3478404181147756,-0.37884787077554105,-0.6016633925085941,False,True,False,True,False,False,False,-1.6243277765549704,0
Female,-0.4403270894126641,-0.9656081041070597,1.5330253572819845,-1.1987601143772666,0.3271893896895815,No,Yes,No,No,Yes,No,Yes,0.8289391504586737,-0.009912572489475814,-0.929096877248647,-0.6016633925085941,False,False,False,False,False,False,False,0.0118827965312569,1
Female,2.2710390163227596,-0.9656081041070597,-0.6523049310632244,0.9606698332671783,0.3271893896895815,Yes,Yes,Yes,Yes,No,Yes,Yes,-1.206361165890975,1.519147822510867,1.7013069084259083,-0.6016633925085941,True,False,True,False,False,True,False,1.4593994853597112,0
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,0.5532302205040754,0.3271893896895815,No,No,No,No,No,No,Yes,-1.206361165890975,-0.30409049631019397,0.17892338197752522,-0.6016633925085941,False,False,True,False,True,False,False,-0.16823205232688226,0
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,-0.9950403079957153,0.3271893896895815,No,Yes,Yes,No,No,No,No,-1.206361165890975,-0.33733093967976663,-0.7946008785128177,-0.6016633925085941,False,False,False,False,False,False,True,0.33565788211543895,1
Male,2.2710390163227596,-0.9656081041070597,-0.6523049310632244,-0.09867315991688907,0.3271893896895815,No,Yes,Yes,No,No,Yes,Yes,0.8289391504586737,0.33080197204864403,-0.07588443849115842,-0.6016633925085941,False,False,False,False,False,True,False,-0.03264127588877816,1
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,0.5124862592277651,0.3271893896895815,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8289391504586737,-1.292993686554981,-0.4706148635164054,-0.6016633925085941,False,True,True,False,True,False,False,-0.6626414976276794,0
Female,-0.4403270894126641,-0.9656081041070597,1.5330253572819845,-1.2802480369298872,0.3271893896895815,No,No,No,No,No,Yes,No,0.8289391504586737,0.48370801154867815,-0.9723553082017324,1.6620589061112205,True,False,False,False,False,True,False,-0.6192662322324545,1
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,-0.8728084241667844,-3.0563338283944437,No phone service,Yes,No,No,No,Yes,Yes,-1.206361165890975,-0.47361675749501464,-0.757938200162982,-0.6016633925085941,False,False,False,False,False,True,False,0.41337669576820574,1
Female,-0.4403270894126641,1.0356168260670764,-0.6523049310632244,-1.0357842692720254,0.3271893896895815,No,No,No,Yes,No,No,No,0.8289391504586737,0.3440981493964733,-0.7881374821490981,1.6620589061112205,True,False,False,False,False,False,False,-0.35641145023048243,1
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,0.3902543753988343,0.3271893896895815,No,No,Yes,Yes,Yes,Yes,Yes,0.8289391504586737,1.29643685193473,0.9018752216641474,-0.6016633925085941,True,False,False,False,False,False,False,0.5059401538958188,0
Female,-0.4403270894126641,1.0356168260670764,-0.6523049310632244,0.6754621043330062,0.3271893896895815,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8289391504586737,-1.4841262359300236,-0.5779337144020558,-0.6016633925085941,False,True,False,True,False,False,False,-1.0024710304171172,0
Male,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-0.954296346719405,0.3271893896895815,Yes,No,Yes,No,No,Yes,Yes,0.8289391504586737,1.146854856771653,-0.6020225499965326,-0.6016633925085941,True,False,False,False,True,False,False,-1.094439400034595,1
Female,-0.4403270894126641,1.0356168260670764,-0.6523049310632244,0.10504664646466233,0.3271893896895815,No,Yes,No,No,No,Yes,No,0.8289391504586737,-0.08802761440797163,-0.029934764000961348,-0.6016633925085941,False,False,True,False,False,False,False,-0.009247005689841796,0
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,0.6347181430566959,0.3271893896895815,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,-1.206361165890975,-1.4675060142452374,-0.5410283829464149,-0.6016633925085941,False,True,False,True,False,False,False,-0.9314526922862699,0
Female,-0.4403270894126641,1.0356168260670764,1.5330253572819845,0.5532302205040754,0.3271893896895815,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8289391504586737,-1.490774324603938,-0.5983386346629451,-0.6016633925085941,False,True,False,True,False,False,True,-0.8247414083224505,0
Male,-0.4403270894126641,1.0356168260670764,-0.6523049310632244,-0.13941712119319935,-3.0563338283944437,No phone service,No,No,No,No,Yes,No,-1.206361165890975,-1.0320562061038354,-0.5620950844049546,-0.6016633925085941,False,False,False,False,False,False,True,0.14388630516457204,1
Male,-0.4403270894126641,1.0356168260670764,1.5330253572819845,-0.09867315991688907,0.3271893896895815,No,No,Yes,Yes,No,No,No,-1.206361165890975,0.5734572086465244,0.12657648924337345,-0.6016633925085941,True,False,False,False,False,False,False,-0.05658483485427139,1
Male,2.2710390163227596,-0.9656081041070597,-0.6523049310632244,-1.2802480369298872,0.3271893896895815,No,No,No,No,Yes,No,No,-1.206361165890975,0.32913994988016554,-0.9744068299144488,-0.6016633925085941,True,False,False,False,False,True,False,-0.4213807747092835,1
Male,-0.4403270894126641,1.0356168260670764,1.5330253572819845,1.3681094460302812,0.3271893896895815,Yes,Yes,No,Yes,Yes,Yes,Yes,0.8289391504586737,0.6382760732171912,1.5136919388920016,-0.6016633925085941,False,False,False,True,False,False,True,0.8732315249435544,0
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,1.3273654847539709,0.3271893896895815,Yes,Yes,Yes,Yes,No,Yes,Yes,0.8289391504586737,1.5374300663641318,2.1281557809104577,-0.6016633925085941,True,False,False,False,True,False,False,2.040731605314755,0
Male,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,1.6125732136881428,0.3271893896895815,Yes,No,Yes,Yes,No,Yes,Yes,0.8289391504586737,1.2000395661629697,2.2834758279990215,-0.6016633925085941,True,False,False,True,False,False,False,1.935151659760344,0
Female,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-0.8320644628904742,0.3271893896895815,Yes,Yes,No,No,No,No,No,0.8289391504586737,0.47041183420084937,-0.59822833779667,1.6620589061112205,True,False,False,False,False,True,False,-0.3914129701616526,1
Male,-0.4403270894126641,1.0356168260670764,1.5330253572819845,1.5718292524118325,0.3271893896895815,Yes,Yes,Yes,No,Yes,No,No,0.8289391504586737,0.06820246942901978,1.0877033819643978,-0.6016633925085941,False,False,True,False,True,False,False,0.10720263653525706,0
Male,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,-1.117272191824646,0.3271893896895815,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,-1.206361165890975,-1.4542098368974083,-0.9571343406557717,1.6620589061112205,False,True,False,False,False,False,True,1.6247482118433285,1
Male,-0.4403270894126641,-0.9656081041070597,-0.6523049310632244,0.7976939881619372,0.3271893896895815,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,-1.206361165890975,-1.4558718590658868,-0.5188807721983792,-0.6016633925085941,False,True,False,True,False,False,False,-1.1613402295110007,0
