Product_Code,Warehouse,Product_Category,Date,Order_Demand
Product_1512,Whse_J,Category_019,30/03/2012,10000
Product_1512,Whse_J,Category_019,12/04/2012,30000
Product_1512,Whse_J,Category_019,20/04/2012,20000
Product_1274,Whse_J,Category_019,02/04/2012,1000
Product_1274,Whse_J,Category_019,09/04/2012,1000
Product_1451,Whse_J,Category_019,23/04/2012,1000
Product_1512,Whse_J,Category_019,27/04/2012,20000
Product_1512,Whse_J,Category_019,23/05/2012,40000
Product_1274,Whse_J,Category_019,01/05/2012,1000
Product_1274,Whse_J,Category_019,22/05/2012,1000
Product_1451,Whse_J,Category_019,29/05/2012,1000
Product_1274,Whse_J,Category_019,04/06/2012,1000
Product_1512,Whse_J,Category_019,15/06/2012,30000
Product_1512,Whse_J,Category_019,20/06/2012,30000
Product_1512,Whse_J,Category_019,04/07/2012,30000
Product_1274,Whse_J,Category_019,19/06/2012,1000
Product_1451,Whse_J,Category_019,26/06/2012,1000
Product_1274,Whse_J,Category_019,27/06/2012,1000
Product_1274,Whse_J,Category_019,04/07/2012,1000
Product_1512,Whse_J,Category_019,23/07/2012,30000
Product_1512,Whse_J,Category_019,03/08/2012,30000
Product_1512,Whse_J,Category_019,22/08/2012,30000
Product_1274,Whse_J,Category_019,24/07/2012,1000
Product_1451,Whse_J,Category_019,24/07/2012,1000
Product_1274,Whse_J,Category_019,07/08/2012,1000
Product_1274,Whse_J,Category_019,21/08/2012,1000
Product_1274,Whse_J,Category_019,28/08/2012,1000
Product_1274,Whse_J,Category_019,03/09/2012,1000
Product_1451,Whse_J,Category_019,10/09/2012,1000
Product_1512,Whse_J,Category_019,12/09/2012,60000
Product_1512,Whse_J,Category_019,25/09/2012,30000
Product_1512,Whse_J,Category_019,11/10/2012,30000
Product_1274,Whse_J,Category_019,25/09/2012,1000
Product_1451,Whse_J,Category_019,09/10/2012,1000
Product_1274,Whse_J,Category_019,12/10/2012,1000
Product_1274,Whse_J,Category_019,16/10/2012,1000
Product_1274,Whse_J,Category_019,06/11/2012,1000
Product_1512,Whse_J,Category_019,14/11/2012,30000
Product_1512,Whse_J,Category_019,22/11/2012,30000
Product_1512,Whse_J,Category_019,12/12/2012,30000
Product_1512,Whse_J,Category_019,27/12/2012,30000
Product_1451,Whse_J,Category_019,03/12/2012,1000
Product_1274,Whse_J,Category_019,18/12/2012,1000
Product_1970,Whse_J,Category_005,07/02/2012,28000
Product_1970,Whse_J,Category_005,01/03/2012,4000
Product_1970,Whse_J,Category_005,22/03/2012,28000
Product_1970,Whse_J,Category_005,22/03/2012,9000
Product_1970,Whse_J,Category_005,18/04/2012,4000
Product_1970,Whse_J,Category_005,23/04/2012,2000
Product_1970,Whse_J,Category_005,02/05/2012,1000
Product_1970,Whse_J,Category_005,22/05/2012,23000
Product_1970,Whse_J,Category_005,23/05/2012,1000
Product_1970,Whse_J,Category_005,30/05/2012,1000
Product_1970,Whse_J,Category_005,11/06/2012,26000
Product_1970,Whse_J,Category_005,27/06/2012,1000
Product_1970,Whse_J,Category_005,23/07/2012,35000
Product_1970,Whse_J,Category_005,23/07/2012,2000
Product_1970,Whse_J,Category_005,23/07/2012,36000
Product_1970,Whse_J,Category_005,26/07/2012,2000
Product_1970,Whse_J,Category_005,31/07/2012,1000
Product_1970,Whse_J,Category_005,06/08/2012,15000
Product_1970,Whse_J,Category_005,21/08/2012,7000
Product_1970,Whse_J,Category_005,18/09/2012,42000
Product_1970,Whse_J,Category_005,06/09/2012,45000
Product_1970,Whse_J,Category_005,24/09/2012,1000
Product_1970,Whse_J,Category_005,12/10/2012,16000
Product_1970,Whse_J,Category_005,15/10/2012,2000
Product_1970,Whse_J,Category_005,23/10/2012,2000
Product_1970,Whse_J,Category_005,20/11/2012,1000
Product_1970,Whse_J,Category_005,15/11/2012,2000
Product_1970,Whse_J,Category_005,29/11/2012,3000
Product_1970,Whse_J,Category_005,19/12/2012,1000
Product_1970,Whse_J,Category_005,19/12/2012,2000
Product_1372,Whse_J,Category_019,06/01/2012,600
Product_1372,Whse_J,Category_019,11/01/2012,300
Product_1372,Whse_J,Category_019,19/01/2012,1600
Product_1372,Whse_J,Category_019,24/01/2012,900
Product_1372,Whse_J,Category_019,27/01/2012,1300
Product_1372,Whse_J,Category_019,31/01/2012,1600
Product_1372,Whse_J,Category_019,03/02/2012,200
Product_1372,Whse_J,Category_019,07/02/2012,1000
Product_1372,Whse_J,Category_019,17/02/2012,1800
Product_1372,Whse_J,Category_019,02/03/2012,1400
Product_1372,Whse_J,Category_019,05/03/2012,100
Product_1372,Whse_J,Category_019,13/03/2012,1400
Product_1372,Whse_J,Category_019,22/03/2012,1200
Product_1372,Whse_J,Category_019,21/03/2012,300
Product_1372,Whse_J,Category_019,22/03/2012,400
Product_1372,Whse_J,Category_019,30/03/2012,900
Product_1372,Whse_J,Category_019,03/04/2012,300
Product_1372,Whse_J,Category_019,04/04/2012,600
Product_1372,Whse_J,Category_019,04/04/2012,800
Product_1372,Whse_J,Category_019,11/04/2012,2700
Product_1372,Whse_J,Category_019,16/04/2012,300
Product_1372,Whse_J,Category_019,20/04/2012,300
Product_1372,Whse_J,Category_019,16/04/2012,900
Product_1372,Whse_J,Category_019,17/04/2012,200
Product_1372,Whse_J,Category_019,08/05/2012,900
Product_1372,Whse_J,Category_019,07/05/2012,500
Product_1372,Whse_J,Category_019,10/05/2012,1300
Product_1372,Whse_J,Category_019,15/05/2012,500
Product_1372,Whse_J,Category_019,21/05/2012,100
Product_1372,Whse_J,Category_019,21/05/2012,900
Product_1372,Whse_J,Category_019,24/05/2012,1200
Product_1372,Whse_J,Category_019,28/05/2012,1500
Product_1372,Whse_J,Category_019,29/05/2012,600
Product_1372,Whse_J,Category_019,01/06/2012,300
Product_1372,Whse_J,Category_019,31/05/2012,400
Product_1372,Whse_J,Category_019,11/06/2012,1600
Product_1372,Whse_J,Category_019,14/06/2012,1300
Product_1372,Whse_J,Category_019,18/06/2012,1900
Product_1372,Whse_J,Category_019,19/06/2012,600
Product_1372,Whse_J,Category_019,26/06/2012,100
Product_1372,Whse_J,Category_019,28/06/2012,600
Product_1372,Whse_J,Category_019,09/07/2012,500
Product_1372,Whse_J,Category_019,12/07/2012,100
Product_1372,Whse_J,Category_019,17/07/2012,600
Product_1372,Whse_J,Category_019,19/07/2012,500
Product_1372,Whse_J,Category_019,25/07/2012,200
Product_1372,Whse_J,Category_019,31/07/2012,600
Product_1372,Whse_J,Category_019,06/08/2012,800
Product_1372,Whse_J,Category_019,21/08/2012,900
Product_1372,Whse_J,Category_019,06/08/2012,300
Product_1372,Whse_J,Category_019,21/08/2012,700
Product_1372,Whse_J,Category_019,03/09/2012,300
Product_1372,Whse_J,Category_019,01/10/2012,600
Product_1372,Whse_J,Category_019,28/09/2012,1300
Product_1372,Whse_J,Category_019,02/11/2012,200
Product_1372,Whse_J,Category_019,16/11/2012,300
Product_1372,Whse_J,Category_019,03/12/2012,100
Product_1372,Whse_J,Category_019,13/12/2012,200
Product_1372,Whse_J,Category_019,25/12/2012,900
Product_1994,Whse_S,Category_019,23/11/2012,3000
Product_0558,Whse_S,Category_030,20/08/2012,5000
Product_0560,Whse_S,Category_030,20/08/2012,15000
Product_0561,Whse_S,Category_030,08/10/2012,2000
Product_1994,Whse_S,Category_019,16/01/2012,100
Product_1994,Whse_S,Category_019,18/09/2012,300
Product_1994,Whse_S,Category_019,18/09/2012,200
Product_1183,Whse_S,Category_030,04/01/2012,2000
Product_1184,Whse_S,Category_030,04/01/2012,2000
Product_1184,Whse_S,Category_030,01/03/2012,5000
Product_0561,Whse_S,Category_030,02/08/2012,100
Product_0561,Whse_S,Category_030,29/11/2012,400
Product_1150,Whse_J,Category_006,26/01/2012,60000
Product_1150,Whse_J,Category_006,02/02/2012,30000
Product_1150,Whse_J,Category_006,16/02/2012,30000
Product_1150,Whse_J,Category_006,21/02/2012,30000
Product_1150,Whse_J,Category_006,23/02/2012,10000
Product_1150,Whse_J,Category_006,12/04/2012,10000
Product_1173,Whse_J,Category_006,22/03/2012,5000
Product_1150,Whse_J,Category_006,19/04/2012,10000
Product_1150,Whse_J,Category_006,10/05/2012,10000
Product_1173,Whse_J,Category_006,02/05/2012,5000
Product_1150,Whse_J,Category_006,31/05/2012,20000
Product_1150,Whse_J,Category_006,21/05/2012,10000
Product_1150,Whse_J,Category_006,07/06/2012,10000
Product_1150,Whse_J,Category_006,31/05/2012,40000
Product_1150,Whse_J,Category_006,05/06/2012,10000
Product_1150,Whse_J,Category_006,07/06/2012,10000
Product_1150,Whse_J,Category_006,14/06/2012,30000
Product_1150,Whse_J,Category_006,21/06/2012,30000
Product_1150,Whse_J,Category_006,26/06/2012,20000
Product_1150,Whse_J,Category_006,05/07/2012,30000
Product_1150,Whse_J,Category_006,17/07/2012,20000
Product_1150,Whse_J,Category_006,26/07/2012,30000
Product_1150,Whse_J,Category_006,01/08/2012,35000
Product_1150,Whse_J,Category_006,01/08/2012,5000
Product_1150,Whse_J,Category_006,23/08/2012,20000
Product_1150,Whse_J,Category_006,31/08/2012,10000
Product_1150,Whse_J,Category_006,20/09/2012,30000
Product_1150,Whse_J,Category_006,20/09/2012,20000
Product_1150,Whse_J,Category_006,25/09/2012,20000
Product_1150,Whse_J,Category_006,04/10/2012,40000
Product_1150,Whse_J,Category_006,11/10/2012,30000
Product_1150,Whse_J,Category_006,16/10/2012,30000
Product_1150,Whse_J,Category_006,25/10/2012,10000
Product_1150,Whse_J,Category_006,30/10/2012,30000
Product_1150,Whse_J,Category_006,08/11/2012,10000
Product_1150,Whse_J,Category_006,22/11/2012,10000
Product_1150,Whse_J,Category_006,22/11/2012,10000
Product_1150,Whse_J,Category_006,06/12/2012,20000
Product_1150,Whse_J,Category_006,13/12/2012,90000
Product_1150,Whse_J,Category_006,20/12/2012,30000
Product_1900,Whse_J,Category_019,24/01/2012,200
Product_1248,Whse_J,Category_019,24/01/2012,10000
Product_1278,Whse_J,Category_019,09/02/2012,1000
Product_1274,Whse_J,Category_019,16/02/2012,1000
Product_1900,Whse_J,Category_019,23/02/2012,200
Product_1248,Whse_J,Category_019,07/03/2012,10000
Product_1900,Whse_J,Category_019,12/04/2012,200
Product_1900,Whse_J,Category_019,17/04/2012,200
Product_1278,Whse_J,Category_019,10/05/2012,1000
Product_1359,Whse_J,Category_019,18/04/2012,80000
Product_1248,Whse_J,Category_019,18/04/2012,10000
Product_1900,Whse_J,Category_019,19/04/2012,200
Product_1900,Whse_J,Category_019,10/05/2012,200
Product_1900,Whse_J,Category_019,16/05/2012,200
Product_1900,Whse_J,Category_019,21/05/2012,400
Product_1359,Whse_J,Category_019,21/05/2012,70000
Product_1900,Whse_J,Category_019,31/05/2012,200
Product_1900,Whse_J,Category_019,07/06/2012,200
Product_1248,Whse_J,Category_019,12/06/2012,10000
Product_1900,Whse_J,Category_019,12/06/2012,400
Product_1278,Whse_J,Category_019,14/06/2012,2000
Product_1900,Whse_J,Category_019,21/06/2012,200
Product_1359,Whse_J,Category_019,26/06/2012,80000
Product_1900,Whse_J,Category_019,05/07/2012,200
Product_1900,Whse_J,Category_019,12/07/2012,200
Product_1359,Whse_J,Category_019,17/07/2012,100000
Product_1900,Whse_J,Category_019,02/08/2012,400
Product_1248,Whse_J,Category_019,16/08/2012,10000
Product_1900,Whse_J,Category_019,21/08/2012,200
Product_1359,Whse_J,Category_019,24/08/2012,100000
Product_1900,Whse_J,Category_019,29/08/2012,200
Product_1900,Whse_J,Category_019,20/09/2012,200
Product_1278,Whse_J,Category_019,19/09/2012,1000
Product_1900,Whse_J,Category_019,20/09/2012,200
Product_1359,Whse_J,Category_019,04/10/2012,80000
Product_1900,Whse_J,Category_019,11/10/2012,200
Product_1248,Whse_J,Category_019,05/10/2012,10000
Product_1278,Whse_J,Category_019,16/10/2012,1000
Product_1900,Whse_J,Category_019,18/10/2012,200
Product_1359,Whse_J,Category_019,29/10/2012,80000
Product_1900,Whse_J,Category_019,02/11/2012,200
Product_1248,Whse_J,Category_019,13/11/2012,10000
Product_1900,Whse_J,Category_019,22/11/2012,200
Product_1900,Whse_J,Category_019,22/11/2012,200
Product_1274,Whse_J,Category_019,03/12/2012,2000
Product_1270,Whse_J,Category_019,19/06/2012,4000
Product_1581,Whse_C,Category_005,10/01/2012,2000
Product_1581,Whse_C,Category_005,09/02/2012,2000
Product_1581,Whse_C,Category_005,13/02/2012,5000
Product_2015,Whse_C,Category_005,24/02/2012,2000
Product_1581,Whse_C,Category_005,29/02/2012,5000
Product_1581,Whse_C,Category_005,09/03/2012,6000
Product_1581,Whse_C,Category_005,15/03/2012,10000
Product_1581,Whse_C,Category_005,22/03/2012,2000
Product_2015,Whse_C,Category_005,26/03/2012,1000
Product_1581,Whse_C,Category_005,27/03/2012,10000
Product_1581,Whse_C,Category_005,28/03/2012,4000
Product_1581,Whse_C,Category_005,05/04/2012,5000
Product_1581,Whse_C,Category_005,06/04/2012,10000
Product_1581,Whse_C,Category_005,09/04/2012,4000
Product_1581,Whse_C,Category_005,20/04/2012,1000
Product_1581,Whse_C,Category_005,23/04/2012,3000
Product_1581,Whse_C,Category_005,04/05/2012,20000
Product_1581,Whse_C,Category_005,09/05/2012,5000
Product_1581,Whse_C,Category_005,23/05/2012,5000
Product_2008,Whse_C,Category_005,29/05/2012,9000
Product_2008,Whse_C,Category_005,29/05/2012,1000
Product_2015,Whse_C,Category_005,31/05/2012,5000
Product_1581,Whse_C,Category_005,07/06/2012,5000
Product_1581,Whse_C,Category_005,14/06/2012,3000
Product_1581,Whse_C,Category_005,15/06/2012,5000
Product_2015,Whse_C,Category_005,20/06/2012,2000
Product_1581,Whse_C,Category_005,03/07/2012,4000
Product_2004,Whse_C,Category_005,05/07/2012,1000
Product_1581,Whse_C,Category_005,09/07/2012,1000
Product_1581,Whse_C,Category_005,13/07/2012,2000
Product_1581,Whse_C,Category_005,18/07/2012,1000
Product_1581,Whse_C,Category_005,20/07/2012,10000
Product_1581,Whse_C,Category_005,23/07/2012,6000
Product_1581,Whse_C,Category_005,01/08/2012,5000
Product_1581,Whse_C,Category_005,06/08/2012,5000
Product_2015,Whse_C,Category_005,06/08/2012,1000
Product_1581,Whse_C,Category_005,08/08/2012,1000
Product_1581,Whse_C,Category_005,20/08/2012,4000
Product_1581,Whse_C,Category_005,21/08/2012,5000
Product_1581,Whse_C,Category_005,10/10/2012,9000
Product_2015,Whse_C,Category_005,11/10/2012,2000
Product_2004,Whse_C,Category_005,15/10/2012,1000
Product_1581,Whse_C,Category_005,19/10/2012,4000
Product_1581,Whse_C,Category_005,23/10/2012,3000
Product_1581,Whse_C,Category_005,24/10/2012,5000
Product_1581,Whse_C,Category_005,12/11/2012,8000
Product_1581,Whse_C,Category_005,23/11/2012,8000
Product_2008,Whse_C,Category_005,23/11/2012,1000
Product_1581,Whse_C,Category_005,28/11/2012,3000
Product_1581,Whse_C,Category_005,12/12/2012,4000
Product_2015,Whse_C,Category_005,12/12/2012,3000
Product_1581,Whse_C,Category_005,19/12/2012,3000
Product_0071,Whse_C,Category_019,09/01/2012,99000
Product_1570,Whse_C,Category_019,12/01/2012,8000
Product_0083,Whse_C,Category_019,18/01/2012,40000
Product_1570,Whse_C,Category_019,19/01/2012,15000
Product_1570,Whse_C,Category_019,31/01/2012,28000
Product_0083,Whse_C,Category_019,01/02/2012,20000
Product_0083,Whse_C,Category_019,03/02/2012,1000
Product_0083,Whse_C,Category_019,09/02/2012,152000
Product_0071,Whse_C,Category_019,15/02/2012,100000
Product_1570,Whse_C,Category_019,17/02/2012,30000
Product_0083,Whse_C,Category_019,23/02/2012,199000
Product_0083,Whse_C,Category_019,27/02/2012,3000
Product_1502,Whse_C,Category_019,29/02/2012,3000
Product_1570,Whse_C,Category_019,02/03/2012,42500
Product_1570,Whse_C,Category_019,02/03/2012,7500
Product_0083,Whse_C,Category_019,07/03/2012,6000
Product_1570,Whse_C,Category_019,08/03/2012,10000
Product_0071,Whse_C,Category_019,15/03/2012,100000
Product_0083,Whse_C,Category_019,15/03/2012,207000
Product_1570,Whse_C,Category_019,19/03/2012,5000
Product_1502,Whse_C,Category_019,28/03/2012,3500
Product_1570,Whse_C,Category_019,06/04/2012,10000
Product_0071,Whse_C,Category_019,09/04/2012,1000
Product_0083,Whse_C,Category_019,09/04/2012,1000
Product_0083,Whse_C,Category_019,23/04/2012,3000
Product_1570,Whse_C,Category_019,25/04/2012,25500
Product_1570,Whse_C,Category_019,02/05/2012,4000
Product_0083,Whse_C,Category_019,09/05/2012,10000
Product_1570,Whse_C,Category_019,14/05/2012,15000
Product_1570,Whse_C,Category_019,14/05/2012,10000
Product_0071,Whse_C,Category_019,24/05/2012,80000
Product_0083,Whse_C,Category_019,24/05/2012,100000
Product_1570,Whse_C,Category_019,24/05/2012,500
Product_0083,Whse_C,Category_019,29/05/2012,1000
Product_1570,Whse_C,Category_019,08/06/2012,70000
Product_1502,Whse_C,Category_019,14/06/2012,2000
Product_1570,Whse_C,Category_019,14/06/2012,4500
Product_0083,Whse_C,Category_019,18/06/2012,1000
Product_1570,Whse_C,Category_019,20/06/2012,53000
Product_0071,Whse_C,Category_019,20/06/2012,280000
Product_0083,Whse_C,Category_019,20/06/2012,260000
Product_1570,Whse_C,Category_019,28/06/2012,1500
Product_1570,Whse_C,Category_019,03/07/2012,57000
Product_0071,Whse_C,Category_019,04/07/2012,325000
Product_1570,Whse_C,Category_019,04/07/2012,163500
Product_0071,Whse_C,Category_019,09/07/2012,200000
Product_0071,Whse_C,Category_019,09/07/2012,1000
Product_0071,Whse_C,Category_019,09/07/2012,249000
Product_0083,Whse_C,Category_019,09/07/2012,280000
Product_0083,Whse_C,Category_019,09/07/2012,400000
Product_0083,Whse_C,Category_019,18/07/2012,2000
Product_0083,Whse_C,Category_019,25/07/2012,8000
Product_0083,Whse_C,Category_019,25/07/2012,2000
Product_1570,Whse_C,Category_019,25/07/2012,5000
Product_1570,Whse_C,Category_019,27/07/2012,3500
Product_0083,Whse_C,Category_019,06/08/2012,10000
Product_0083,Whse_C,Category_019,08/08/2012,20000
Product_1570,Whse_C,Category_019,08/08/2012,1500
Product_1570,Whse_C,Category_019,20/08/2012,3500
Product_1502,Whse_C,Category_019,27/08/2012,2000
Product_1570,Whse_C,Category_019,11/09/2012,42000
Product_1502,Whse_C,Category_019,19/09/2012,1500
Product_1570,Whse_C,Category_019,19/09/2012,1000
Product_1570,Whse_C,Category_019,08/10/2012,44000
Product_1570,Whse_C,Category_019,10/10/2012,2000
Product_1570,Whse_C,Category_019,23/10/2012,5000
Product_1570,Whse_C,Category_019,24/10/2012,2000
Product_1570,Whse_C,Category_019,26/10/2012,10000
Product_0083,Whse_C,Category_019,23/11/2012,8000
Product_1570,Whse_C,Category_019,28/11/2012,56000
Product_0071,Whse_C,Category_019,04/12/2012,250000
Product_0083,Whse_C,Category_019,04/12/2012,150000
Product_0083,Whse_C,Category_019,06/12/2012,60000
Product_1904,Whse_S,Category_019,16/01/2012,10000
Product_1241,Whse_S,Category_019,07/02/2012,200000
Product_1241,Whse_S,Category_019,06/04/2012,160000
Product_1241,Whse_S,Category_019,01/06/2012,160000
Product_1570,Whse_S,Category_019,07/02/2012,160000
Product_1570,Whse_S,Category_019,06/04/2012,130000
Product_1570,Whse_S,Category_019,01/06/2012,130000
Product_1574,Whse_S,Category_019,07/02/2012,80000
Product_1574,Whse_S,Category_019,06/04/2012,46000
Product_1574,Whse_S,Category_019,01/06/2012,46000
Product_1904,Whse_S,Category_019,07/02/2012,180000
Product_1904,Whse_S,Category_019,05/03/2012,90000
Product_1904,Whse_S,Category_019,06/04/2012,95000
Product_1904,Whse_S,Category_019,01/06/2012,140000
Product_0639,Whse_S,Category_019,23/02/2012,8
Product_0639,Whse_S,Category_019,23/02/2012,2
Product_1234,Whse_S,Category_019,12/03/2012,2000
Product_0639,Whse_S,Category_019,28/03/2012,10
Product_1234,Whse_S,Category_019,08/05/2012,5000
Product_1241,Whse_S,Category_019,05/06/2012,15000
Product_1241,Whse_S,Category_019,05/07/2012,15000
Product_1241,Whse_S,Category_019,31/07/2012,30000
Product_1570,Whse_S,Category_019,05/06/2012,55000
Product_1570,Whse_S,Category_019,05/07/2012,55000
Product_1570,Whse_S,Category_019,17/07/2012,55000
Product_1570,Whse_S,Category_019,30/07/2012,45000
Product_1574,Whse_S,Category_019,05/06/2012,88000
Product_1904,Whse_S,Category_019,05/06/2012,100000
Product_1904,Whse_S,Category_019,05/07/2012,87000
Product_1904,Whse_S,Category_019,17/07/2012,87000
Product_1904,Whse_S,Category_019,31/07/2012,86000
Product_1904,Whse_S,Category_019,12/06/2012,10000
Product_1234,Whse_S,Category_019,24/07/2012,2000
Product_1241,Whse_S,Category_019,07/08/2012,5000
Product_1241,Whse_S,Category_019,06/08/2012,100000
Product_1241,Whse_S,Category_019,25/08/2012,30000
Product_1241,Whse_S,Category_019,30/08/2012,130000
Product_1570,Whse_S,Category_019,25/08/2012,90000
Product_1570,Whse_S,Category_019,30/08/2012,90000
Product_1574,Whse_S,Category_019,06/08/2012,70000
Product_1574,Whse_S,Category_019,22/08/2012,25000
Product_1574,Whse_S,Category_019,30/08/2012,55000
Product_1904,Whse_S,Category_019,25/08/2012,100000
Product_1904,Whse_S,Category_019,30/08/2012,100000
Product_0639,Whse_S,Category_019,22/08/2012,5
Product_1510,Whse_S,Category_019,22/08/2012,14000
Product_0639,Whse_S,Category_019,05/09/2012,5
Product_0639,Whse_S,Category_019,14/09/2012,6
Product_1241,Whse_S,Category_019,14/09/2012,170000
Product_1241,Whse_S,Category_019,05/10/2012,100000
Product_1241,Whse_S,Category_019,04/11/2012,100000
Product_1241,Whse_S,Category_019,04/12/2012,100000
Product_1570,Whse_S,Category_019,14/09/2012,85000
Product_1570,Whse_S,Category_019,05/10/2012,85000
Product_1570,Whse_S,Category_019,04/11/2012,85000
Product_1570,Whse_S,Category_019,04/12/2012,85000
Product_1574,Whse_S,Category_019,14/09/2012,65000
Product_1574,Whse_S,Category_019,05/10/2012,65000
Product_1574,Whse_S,Category_019,04/11/2012,65000
Product_1574,Whse_S,Category_019,04/12/2012,60000
Product_1904,Whse_S,Category_019,14/09/2012,100000
Product_1904,Whse_S,Category_019,05/10/2012,100000
Product_1904,Whse_S,Category_019,04/11/2012,100000
Product_1904,Whse_S,Category_019,04/12/2012,100000
Product_0639,Whse_S,Category_019,25/09/2012,10
Product_0639,Whse_S,Category_019,11/10/2012,6
Product_1510,Whse_S,Category_019,24/10/2012,5000
Product_0639,Whse_S,Category_019,06/11/2012,10
Product_1431,Whse_S,Category_019,06/11/2012,10000
Product_1234,Whse_S,Category_019,27/11/2012,3000
Product_1234,Whse_S,Category_019,27/11/2012,2000
Product_1510,Whse_S,Category_019,27/11/2012,5000
Product_1241,Whse_S,Category_019,10/12/2012,75000
Product_1241,Whse_S,Category_019,24/12/2012,75000
Product_1570,Whse_S,Category_019,10/12/2012,72500
Product_1570,Whse_S,Category_019,24/12/2012,72500
Product_1904,Whse_S,Category_019,10/12/2012,150000
Product_1904,Whse_S,Category_019,24/12/2012,100000
Product_0639,Whse_S,Category_019,04/12/2012,10
Product_0639,Whse_S,Category_019,24/12/2012,5
Product_0558,Whse_S,Category_030,25/06/2012,2000
Product_0556,Whse_S,Category_030,14/09/2012,500
